Task Name,Byrå ID,Aktuell,TJÄNSTTYP,Beskrivning av riskfaktor,Riskbedömning,Åtgjärd,🔐 Softr Record ID,Last Modified,KUNDDATA,Riskbedömning godkänd datum,Byråer
Deklaration,43,,DEKLARATION,"*   Fiktiva/felaktiga underskottsavdrag
    
*   Biträde med andra bilagor än de som baseras på redovisningen
    
*   Fiktiva / felaktiga underlag
    
*   Byrån saknar tillräcklig kunskap om den verksamhet som ska deklareras
    
*   Skattemässiga justeringar
    
*   Felaktiga ingångsvärden
    
*   Upprätta K10 i fler bolag än de som omfattas av uppdraget
    
*   Felaktiga underlag för andra bolag som inte fångas av rimlighetsbedömning
    
*   Upprätta K10 eller inkomstdeklaration för t.ex. ägare
    
*   Byrån har inte full insyn i kundens verksamhet.",Medel,"*   Underskott kontrolleras innan de används.
    
*   Ingångsvärden kontrolleras vid ny kund
    
*   Vi känner våra bolag
    
*   Vi gör inte deklaration om vi inte gjort bokslut.",,2025-7-31 2:37pm,,,
Årsredovisning,43,,ÅRSREDOVISNING,"*   Redovisningsinformation stämmer inte överens med årsredovisningens övriga delar
    
*   Vilseledande information i förvaltningsberättelse och noter m.m. i syfte att dölja verkliga förhållanden eller skönmåla verksamheten
    
*   Beskriven verksamhet stämmer inte med faktisk verksamhet
    
*   Kunden lämnar material för sent eller har extremt bråttom att få materialet klart
    
*   Kunden gör bokslut själv finns risk att byråns rimlighetsbedömningar och kontroller fångar inte in vilseledande information
    
*   Särskilt om annan byrå har upprättat bokslut: vår byrås rimlighetsbedömningar fångar inte in vilseledande information.
    
*   Vid upprättande av årsstämmoprotokoll finns risk att personer väljs in som inte har anknytning till företaget.",Medel,"*   Gör ej årsredovisning om vi inte gjort bokslutet. Detta gör också att vi får inblick i verksamheten och kan göra en bedömning om årsredovisning ger en sann bild av bolaget.
    
*   Uppsägning av kund vid upprepning av för sent inlämnat material
    
*   Vid förändringar i styrelsen så förs en dialog med kunden om anledning",,2025-7-24 2:37pm,43,,
Moms,43,,MOMS,"- Momsupplägg såsom karusellhandel, felaktig vinstmarginalbeskattning m.m. 
- Felaktiga momsdeklarationer för att påverka moms för egen eller annans vinning 
- Kunden sköter redovisning, byrån upprättar deklaration, om kunden gör löpande bokföring så finns risk att momsen grundar sig på felaktig bokföring
",Hög,"- Tillgång till Underlag och bokföring, kontroll innan vi skickar in momsdeklarationen. 
- Vid komplicerade/krångliga upplägg så sker rapportering till finansppolisen.",,2025-7-24 2:37pm,43,,
Avstämning,43,,AVSTÄMNING,"Felaktiga underlag kan göra att avstämningarna inte stämmer. Kan användas för att påverka resultatet och skatten. Dock svårt att använda för penningtvätt eller finansiering av terrorism.

<br/>

**Särskilt om...**

AVSTÄMNING ARBETSGIVARDEKLARATIONER

*   Fiktiva eller felaktiga ersättningar
    
*   Ersättning till anställda som slutat sedan länge eller som inte verkar ha arbetat i verksamheten
    
*   Försäkringar tecknade med förmånstagare som inte arbetar i företaget.
    
    <br/>
    

AVSTÄMNING BALANSKONTON

*   Felaktiga underlag kan leda till att uttag, resultat mm blir felaktigt",Medel,"*   Rutinmässig kontroll att årsbesked stämmer överens med underlag för enskilda transaktioner.
    
*   Kontroll av engagemangsbesked.
    
*   Utökad kontroll om andra riskfaktorer finns.
    
*   Dialog med kunden säkerställer att den anställde verkligen jobbar där. Vaksam vid nyanställda.
    
*   Viktigt med bra kommunikation med ägare/ansvarig.
    
*   Vid stora utbetalningar eller misstanke om att något inte stämmer så kontrolleras kontonumret med banken.
    
*   Vid upplupna kostnader/intäkter ska det alltid finnas en rimlighet. Ifrågasätt varför det inte är fakturerat.",,2025-7-31 2:37pm,,,
lönehantering,43,,LÖNEHANTERING,"*   Fiktiva eller felaktiga ersättningar
    
*   Ersättning till anställda som slutat sedan länge eller som inte verkar ha arbetat i verksamheten
    
*   Försäkringar tecknade med förmånstagare som inte arbetar i företaget.
    
*   Utbetalningar kan ha gått till annan person än den som uppges
    
*   Orimligt hög andel tillfälligt anställda när det inte är motiverat av affärsverksamheten
    
*   Anställda bosatta utomlands / saknar personnummer när det inte är motiverat av affärsverksamheten",Medel,"*   Dialog med kunden säkerställer att den anställde verkligen jobbar där.
    
*   Vaksam vid nyanställda.
    
*   Viktigt med bra kommunikation med ägare/ansvarig.
    
*   Vid stora utbetalningar eller misstanke om att ngt inte stämmer så kontrolleras kontonumret med banken.
    
*   Ansvarig på företaget attesterar löner innan utbetalning",,2025-7-24 2:37pm,43,,
Kundreskontra,43,,KUNDRESKONTRA,"*   Fiktiva eller felaktiga fakturor registreras vilket kan medföra att transaktioner som kan innefatta penningtvätt ingår i bokföringen
    
*   Onormalt mycket kreditfakturor
    
*   Kontantfakturor där det inte är motiverat
    
*   Kundfakturor som verkar sakna affärsmässighet
    
*   Plötslig ökning av fakturor eller värdet på fakturor till en viss mottagare utan rimlig förklaring
    
*   Försäljningsfakturor och inköpsfakturor för samma transaktion, på samma eller näst intill identiska belopp
    
*   Storlek eller frekvens av fakturor är inte konsekvent med kundens normala transaktionsmönster
    
*   Orimligt höga eller låga priser i förhållande till marknadspriser
    
*   Överdrivna eller ovanliga provisioner eller ersättningar till agenter/återförsäljare
    
*   Fakturor till kunder i högriskländer som kan vara felaktiga och därmed dölja betalningar till Sverige som innefattar penningtvätt",Medel,"*   Vaksamhet vid förändringar i fakturering, kontrollera vad det är som orsakar förändringen.
    
*   Ifrågasätt om kunden tar betalt på ovanliga sätt.
    
*   Stärkt vaksamhet vid fakturering till högriskländer.
    
*   Större kassaflöden (över 50 000 kr årligen eller omotiverat stora i förhållande till företagets storlek) med högriskländer kontrolleras alltid genom PEP sökning och sanktionslistor.",,2025-7-24 2:37pm,43,,
Inlämning periodisk sammanställning,43,,KUNDRESKONTRA,*   Felaktigheter här kan leda till att moms behandlas fel mellan länder.,Medel,*   Kontrollera att kunden är samma som betalat fakturan.,,2025-7-31 2:37pm,,,
Deklaration,44,,DEKLARATION,"*   Fiktiva/felaktiga underskottsavdrag
    
*   Biträde med andra bilagor än de som baseras på redovisningen
    
*   Fiktiva / felaktiga underlag
    
*   Byrån saknar tillräcklig kunskap om den verksamhet som ska deklareras
    
*   Skattemässiga justeringar
    
*   Felaktiga ingångsvärden
    
*   Upprätta K10 i fler bolag än de som omfattas av uppdraget
    
*   Felaktiga underlag för andra bolag som inte fångas av rimlighetsbedömning
    
*   Upprätta K10 eller inkomstdeklaration för t.ex. ägare
    
*   Byrån har inte full insyn i kundens verksamhet.",Medel,"*   Underskott kontrolleras innan de används.
    
*   Ingångsvärden kontrolleras vid ny kund
    
*   Vi känner våra bolag
    
*   Vi gör inte deklaration om vi inte gjort bokslut.",,2025-8-4 9:46am,,,
Årsredovisning,44,,ÅRSREDOVISNING,"*   Redovisningsinformation stämmer inte överens med årsredovisningens övriga delar
    
*   Vilseledande information i förvaltningsberättelse och noter m.m. i syfte att dölja verkliga förhållanden eller skönmåla verksamheten
    
*   Beskriven verksamhet stämmer inte med faktisk verksamhet
    
*   Kunden lämnar material för sent eller har extremt bråttom att få materialet klart
    
*   Kunden gör bokslut själv finns risk att byråns rimlighetsbedömningar och kontroller fångar inte in vilseledande information
    
*   Särskilt om annan byrå har upprättat bokslut: vår byrås rimlighetsbedömningar fångar inte in vilseledande information.
    
*   Vid upprättande av årsstämmoprotokoll finns risk att personer väljs in som inte har anknytning till företaget.",Medel,"*   Gör ej årsredovisning om vi inte gjort bokslutet. Detta gör också att vi får inblick i verksamheten och kan göra en bedömning om årsredovisning ger en sann bild av bolaget.
    
*   Uppsägning av kund vid upprepning av för sent inlämnat material
    
*   Vid förändringar i styrelsen så förs en dialog med kunden om anledning",,2025-8-4 9:46am,,,
Kundreskontra,44,,KUNDRESKONTRA,"*   Fiktiva eller felaktiga fakturor registreras vilket kan medföra att transaktioner som kan innefatta penningtvätt ingår i bokföringen
    
*   Onormalt mycket kreditfakturor
    
*   Kontantfakturor där det inte är motiverat
    
*   Kundfakturor som verkar sakna affärsmässighet
    
*   Plötslig ökning av fakturor eller värdet på fakturor till en viss mottagare utan rimlig förklaring
    
*   Försäljningsfakturor och inköpsfakturor för samma transaktion, på samma eller näst intill identiska belopp
    
*   Storlek eller frekvens av fakturor är inte konsekvent med kundens normala transaktionsmönster
    
*   Orimligt höga eller låga priser i förhållande till marknadspriser
    
*   Överdrivna eller ovanliga provisioner eller ersättningar till agenter/återförsäljare
    
*   Fakturor till kunder i högriskländer som kan vara felaktiga och därmed dölja betalningar till Sverige som innefattar penningtvätt",Medel,"*   Vaksamhet vid förändringar i fakturering, kontrollera vad det är som orsakar förändringen.
    
*   Ifrågasätt om kunden tar betalt på ovanliga sätt.
    
*   Stärkt vaksamhet vid fakturering till högriskländer.
    
*   Större kassaflöden (över 50 000 kr årligen eller omotiverat stora i förhållande till företagets storlek) med högriskländer kontrolleras alltid genom PEP sökning och sanktionslistor.",,2025-8-4 9:46am,,,
Löpande bokföring,44,,LÖPANDE BOKFÖRING,"*   Inbetalningar som inte motsvaras av kundfaktura eller från oklara avsändare
    
*   Utbetalningar som inte motsvaras av leverantörsfaktura, kvitto eller löneutbetalning
    
*   Kontantbetalningar eller ovanliga och anonyma betalningsmedel såsom postväxel och kryptovalutor där så inte är motiverat
    
*   Betalningar som sker via utländska banker, särskilt om de finns i högriskländer eller har namn som liknar storbanker
    
*   Oväntade och förtida återbetalning av lån som avviker från det normala
    
*   Inköp av investeringsvaror som snabbt säljs vidare när detta inte ingår i den normala affärsverksamheten
    
*   Ovanliga eller avvikande transaktioner med hänsyn till den normala verksamheten
    
*   Aktieägartillskott och lån från fysiska personer",Medel,*   Vaksamhet när inbetalningar utan syfte och eller underlag upptäcks.,,2025-8-4 9:47am,,,
ROT/RUT-hantering,44,,KUNDRESKONTRA,"*   RIsk att inbetalningen bygger på felaktiga underlag från kunden.
    
*   Fiktiva eller felaktiga ansökningar om ROT/RUT-avdrag kan användas för att legitimera pengar från olagliga aktiviteter, genom att skapa skenbara tjänster som inte utförts. Detta innebär en direkt risk för att pengar flyttas och legitimeras under falska premisser.",Hög,"*   Kontrollera att fakturamottagaren på utställda fakturor matchar betalaren på bank-girot.
    
*   Kontrollera att det finns trovärdiga fakturor som underlag
    
*   Kontrollera att fakturamottagarens uppgifter överenstämmer med betalaren till Bankgirot.
    
*   Kontrollera att det är ansökt för rätt bidrag, RUT ger högre skattereduktion så det kan vara fördelaktigt att söka på det istället för ROT.",,2025-8-4 9:47am,,,
Avstämning,44,,AVSTÄMNING,"Felaktiga underlag kan göra att avstämningarna inte stämmer. Kan användas för att påverka resultatet och skatten. Dock svårt att använda för penningtvätt eller finansiering av terrorism.

<br/>

**Särskilt om...**

AVSTÄMNING ARBETSGIVARDEKLARATIONER

*   Fiktiva eller felaktiga ersättningar
    
*   Ersättning till anställda som slutat sedan länge eller som inte verkar ha arbetat i verksamheten
    
*   Försäkringar tecknade med förmånstagare som inte arbetar i företaget.
    
    <br/>
    

AVSTÄMNING BALANSKONTON

*   Felaktiga underlag kan leda till att uttag, resultat mm blir felaktigt",Medel,"*   Rutinmässig kontroll att årsbesked stämmer överens med underlag för enskilda transaktioner.
    
*   Kontroll av engagemangsbesked.
    
*   Utökad kontroll om andra riskfaktorer finns.
    
*   Dialog med kunden säkerställer att den anställde verkligen jobbar där. Vaksam vid nyanställda.
    
*   Viktigt med bra kommunikation med ägare/ansvarig.
    
*   Vid stora utbetalningar eller misstanke om att något inte stämmer så kontrolleras kontonumret med banken.
    
*   Vid upplupna kostnader/intäkter ska det alltid finnas en rimlighet. Ifrågasätt varför det inte är fakturerat.",,2025-8-4 9:47am,,,
Utföra betalningsuppdrag,44,,LEVERANTÖRSRESKONTRA,"*   Flytt av likvida medel mellan konton, särskilt om de involverar utländska banker, när detta inte är affärsmässigt motiverat
    
*   Flytt av likvida medel mellan koncernföretag eller närstående företag när detta inte är affärsmässigt motiverat
    
*   Betalningar som sker via utländska banker när mottagare inte kan identifieras eller inte stämmer med underlag för betalning
    
*   Kundens e-post blir hackad och lämnar uppgift om att något ska betalas som inte ska betalas.",Hög,"*   Genomför ej överföringar mellan konton som inte är affärsmässigt motiverade, särskilt inte till andra länder.
    
*   Vid ovanliga betalningar kontaktas kunden via telefon för att bekräfta överföringen.
    
*   Kunden attesterar alltid antingen i bokföringssystem eller på bank.",,2025-8-4 9:47am,,,
Upprätta kontrollbalansräkning,44,,UPPRÄTTA KONTROLLBALANSRÄKNING,*   Tillgångar och skulder får värderas annorlunda i KBR än i BR. Risken är att denna värdering är felaktig,Medel,"*   Kontroll av underlag, vid tveksamhet sker ytterligare kontroll. T ex att vi fysiskt eller vi webkamera kontrollerar lagret eller liknande.
    
*   Kontrollerar upparbetade intäkter med kunder osv.",,2025-8-4 9:47am,,,
Inlämning periodisk sammanställning,44,,KUNDRESKONTRA,*   Felaktigheter här kan leda till att moms behandlas fel mellan länder.,Medel,*   Kontrollera att kunden är samma som betalat fakturan.,,2025-8-4 9:47am,,,
lönehantering,44,,LÖNEHANTERING,"*   Fiktiva eller felaktiga ersättningar
    
*   Ersättning till anställda som slutat sedan länge eller som inte verkar ha arbetat i verksamheten
    
*   Försäkringar tecknade med förmånstagare som inte arbetar i företaget.
    
*   Utbetalningar kan ha gått till annan person än den som uppges
    
*   Orimligt hög andel tillfälligt anställda när det inte är motiverat av affärsverksamheten
    
*   Anställda bosatta utomlands / saknar personnummer när det inte är motiverat av affärsverksamheten",Medel,"*   Dialog med kunden säkerställer att den anställde verkligen jobbar där.
    
*   Vaksam vid nyanställda.
    
*   Viktigt med bra kommunikation med ägare/ansvarig.
    
*   Vid stora utbetalningar eller misstanke om att ngt inte stämmer så kontrolleras kontonumret med banken.
    
*   Ansvarig på företaget attesterar löner innan utbetalning",,2025-8-4 9:47am,,,
Rådgivning,44,,RÅDGIVNING,"Rådgivning inom affärsutveckling

<br/>

*   Verksamheten ändras som kan öka risken för att verksamheten utnyttjas för penningtvätt eller finansiering av terrorism
    
*   Bolaget ändrar verksamhet och den nya verksamheten innebär förändrad risk för penningtvätt
    
*   Omotiverat komplicerade bolagsstrukturer när detta inte är affärsmässigt motiverat.
    
*   Finansieringsupplägg som innefattar utländska banker, andra än kreditinstitut och närstående till kunden
    
*   Utlåning till närstående som har verksamhet i högrisktredjeländer eller andra länder som saknar kopplingar till verksamheten
    
*   Inlåning från närstående eller annan där medlens ursprung inte är känt eller saknar naturlig koppling till verksamheten
    
*   Företagslednings- och kompanjonsfrågor
    
*   Förändringar i företagsledning och kompanjonskap
    
*   Nya personer ingår i företagsledning/kompanjoner och där det framkommer negativ information om dem vid t.ex. företrädarkontroll",Medel,"*   Vaksamhet vid affärsrådgivning. Framförallt vaksamhet på om kunden ställer frågor gällande penningtvätt, omotiverade pengaöverföringar, om personer inblandade inte går att kontrollera, när företag/personer från andra länder är inblandade.",,2025-8-4 9:47am,,,
Moms,44,,MOMS,"- Momsupplägg såsom karusellhandel, felaktig vinstmarginalbeskattning m.m. 
- Felaktiga momsdeklarationer för att påverka moms för egen eller annans vinning 
- Kunden sköter redovisning, byrån upprättar deklaration, om kunden gör löpande bokföring så finns risk att momsen grundar sig på felaktig bokföring
",Hög,"- Tillgång till Underlag och bokföring, kontroll innan vi skickar in momsdeklarationen. 
- Vid komplicerade/krångliga upplägg så sker rapportering till finansppolisen.",,2025-8-4 9:47am,,,
Leverantörsreskontra,44,,LEVERANTÖRSRESKONTRA,"*   Fiktiva eller felaktiga fakturor registreras, särskilt om kunden betalat via eget utlägg
    
*   Angivet BG/Plusgiro överensstämmer inte med den som ställt ut fakturan
    
*   Kontantfakturor där det inte är motiverat
    
*   Risk för att uppgifter från leverantörsfakturor används till förfalskade fakturor, t.ex. nätfiske av e-post med fakturor
    
*   Ospecificerade fakturor, särskilt konsultarvoden och från närstående eller utländska företag i högriskländer
    
*   Ovanliga inköp som verkar sakna koppling till den bedrivna verksamheten
    
*   Plötslig ökning av fakturor eller värdet på fakturor från en viss leverantör utan rimlig förklaring
    
*   Storlek eller frekvens av leverantörsfakturor är inte konsekvent med kundens normala transaktionsmönster
    
*   Orimligt höga eller låga priser i förhållande till marknadspriser
    
*   Inköp via mellanhänder där detta inte är affärsmässigt motiverat
    
*   Överdrivna eller ovanliga provisioner eller ersättningar till agenter/ återförsäljare
    
*   Fakturor från leverantörer i högriskländer som kan vara felaktiga och därmed dölja betalningar från Sverige som innefattar penningtvätt",Medel,"*   Kontrollerar fakturor gällande kontanta betalningar och till andra länder. Är de i linjer med företagets verksamhet? Är det stora och/eller upprepad fakturering?
    
*   Inköp som inte är relaterade till verksamheten ifrågasätts alltid.
    
*   Vaksamhet gällande ersättningar som verkar omotiverade. Större kassaflöden (över 50 000 kr årligen eller omotiverat stora i förhållande till företagets storlek) till högriskländer kontrolleras alltid genom PEP sökning och sanktionslistor.
    
*   Vi uppmuntrar alla våra kunder attanvända företagontot för betalningar i företaget.",,2025-8-4 9:47am,,,
Hantering av anläggningsregister och avskrivningar,44,,LÖPANDE BOKFÖRING,"*   Registrering av tillgångar som inte finns, eller att det inte uppdaterats med försäljning/skrotning
    
*   Felräkning eller genom att inventarier felaktigt har behandlats som korttidsinventarier kan avskrivningar bli fel.
    
*   Inventarier kan vara avyttrade eller skrotade vilket gör värdet felaktigt
    
*   Avskrivningar är ett område med hög risk för felaktigheter, vilket kan påverka företagets finansiella rapportering.",Hög,"*   Gå igenom med kunden vilka maskiner och inventarier som finns kvar.
    
*   Underlag på samtliga inköp inkl kontoutdrag/transaktioninfo
    
*   Kontroll av huvudbok för att se om inköp felaktigt lagts på t ex 5410
    
*   Använd anläggningsregister och bilagor i Bokslutsprogrammet",,2025-8-4 9:47am,,,
Rådgivning,45,,RÅDGIVNING,"Rådgivning inom affärsutveckling

<br/>

*   Verksamheten ändras som kan öka risken för att verksamheten utnyttjas för penningtvätt eller finansiering av terrorism
    
*   Bolaget ändrar verksamhet och den nya verksamheten innebär förändrad risk för penningtvätt
    
*   Omotiverat komplicerade bolagsstrukturer när detta inte är affärsmässigt motiverat.
    
*   Finansieringsupplägg som innefattar utländska banker, andra än kreditinstitut och närstående till kunden
    
*   Utlåning till närstående som har verksamhet i högrisktredjeländer eller andra länder som saknar kopplingar till verksamheten
    
*   Inlåning från närstående eller annan där medlens ursprung inte är känt eller saknar naturlig koppling till verksamheten
    
*   Företagslednings- och kompanjonsfrågor
    
*   Förändringar i företagsledning och kompanjonskap
    
*   Nya personer ingår i företagsledning/kompanjoner och där det framkommer negativ information om dem vid t.ex. företrädarkontroll",Medel,"*   Vaksamhet vid affärsrådgivning. Framförallt vaksamhet på om kunden ställer frågor gällande penningtvätt, omotiverade pengaöverföringar, om personer inblandade inte går att kontrollera, när företag/personer från andra länder är inblandade.",,2025-8-7 9:47am,,,
Upprätta kontrollbalansräkning,45,,UPPRÄTTA KONTROLLBALANSRÄKNING,*   Tillgångar och skulder får värderas annorlunda i KBR än i BR. Risken är att denna värdering är felaktig,Medel,"*   Kontroll av underlag, vid tveksamhet sker ytterligare kontroll. T ex att vi fysiskt eller vi webkamera kontrollerar lagret eller liknande.
    
*   Kontrollerar upparbetade intäkter med kunder osv.",,2025-8-7 9:47am,,,
Kundreskontra,45,,KUNDRESKONTRA,"*   Fiktiva eller felaktiga fakturor registreras vilket kan medföra att transaktioner som kan innefatta penningtvätt ingår i bokföringen
    
*   Onormalt mycket kreditfakturor
    
*   Kontantfakturor där det inte är motiverat
    
*   Kundfakturor som verkar sakna affärsmässighet
    
*   Plötslig ökning av fakturor eller värdet på fakturor till en viss mottagare utan rimlig förklaring
    
*   Försäljningsfakturor och inköpsfakturor för samma transaktion, på samma eller näst intill identiska belopp
    
*   Storlek eller frekvens av fakturor är inte konsekvent med kundens normala transaktionsmönster
    
*   Orimligt höga eller låga priser i förhållande till marknadspriser
    
*   Överdrivna eller ovanliga provisioner eller ersättningar till agenter/återförsäljare
    
*   Fakturor till kunder i högriskländer som kan vara felaktiga och därmed dölja betalningar till Sverige som innefattar penningtvätt",Medel,"*   Vaksamhet vid förändringar i fakturering, kontrollera vad det är som orsakar förändringen.
    
*   Ifrågasätt om kunden tar betalt på ovanliga sätt.
    
*   Stärkt vaksamhet vid fakturering till högriskländer.
    
*   Större kassaflöden (över 50 000 kr årligen eller omotiverat stora i förhållande till företagets storlek) med högriskländer kontrolleras alltid genom PEP sökning och sanktionslistor.",,2025-8-7 9:47am,,,
Hantering av anläggningsregister och avskrivningar,45,,LÖPANDE BOKFÖRING,"*   Registrering av tillgångar som inte finns, eller att det inte uppdaterats med försäljning/skrotning
    
*   Felräkning eller genom att inventarier felaktigt har behandlats som korttidsinventarier kan avskrivningar bli fel.
    
*   Inventarier kan vara avyttrade eller skrotade vilket gör värdet felaktigt
    
*   Avskrivningar är ett område med hög risk för felaktigheter, vilket kan påverka företagets finansiella rapportering.",Hög,"*   Gå igenom med kunden vilka maskiner och inventarier som finns kvar.
    
*   Underlag på samtliga inköp inkl kontoutdrag/transaktioninfo
    
*   Kontroll av huvudbok för att se om inköp felaktigt lagts på t ex 5410
    
*   Använd anläggningsregister och bilagor i Bokslutsprogrammet",,2025-8-7 9:47am,,,
lönehantering,45,,LÖNEHANTERING,"*   Fiktiva eller felaktiga ersättningar
    
*   Ersättning till anställda som slutat sedan länge eller som inte verkar ha arbetat i verksamheten
    
*   Försäkringar tecknade med förmånstagare som inte arbetar i företaget.
    
*   Utbetalningar kan ha gått till annan person än den som uppges
    
*   Orimligt hög andel tillfälligt anställda när det inte är motiverat av affärsverksamheten
    
*   Anställda bosatta utomlands / saknar personnummer när det inte är motiverat av affärsverksamheten",Medel,"*   Dialog med kunden säkerställer att den anställde verkligen jobbar där.
    
*   Vaksam vid nyanställda.
    
*   Viktigt med bra kommunikation med ägare/ansvarig.
    
*   Vid stora utbetalningar eller misstanke om att ngt inte stämmer så kontrolleras kontonumret med banken.
    
*   Ansvarig på företaget attesterar löner innan utbetalning",,2025-8-7 9:47am,,,
Avstämning,45,,AVSTÄMNING,"Felaktiga underlag kan göra att avstämningarna inte stämmer. Kan användas för att påverka resultatet och skatten. Dock svårt att använda för penningtvätt eller finansiering av terrorism.

<br/>

**Särskilt om...**

AVSTÄMNING ARBETSGIVARDEKLARATIONER

*   Fiktiva eller felaktiga ersättningar
    
*   Ersättning till anställda som slutat sedan länge eller som inte verkar ha arbetat i verksamheten
    
*   Försäkringar tecknade med förmånstagare som inte arbetar i företaget.
    
    <br/>
    

AVSTÄMNING BALANSKONTON

*   Felaktiga underlag kan leda till att uttag, resultat mm blir felaktigt",Medel,"*   Rutinmässig kontroll att årsbesked stämmer överens med underlag för enskilda transaktioner.
    
*   Kontroll av engagemangsbesked.
    
*   Utökad kontroll om andra riskfaktorer finns.
    
*   Dialog med kunden säkerställer att den anställde verkligen jobbar där. Vaksam vid nyanställda.
    
*   Viktigt med bra kommunikation med ägare/ansvarig.
    
*   Vid stora utbetalningar eller misstanke om att något inte stämmer så kontrolleras kontonumret med banken.
    
*   Vid upplupna kostnader/intäkter ska det alltid finnas en rimlighet. Ifrågasätt varför det inte är fakturerat.",,2025-8-7 9:47am,,,
Årsredovisning,45,,ÅRSREDOVISNING,"*   Redovisningsinformation stämmer inte överens med årsredovisningens övriga delar
    
*   Vilseledande information i förvaltningsberättelse och noter m.m. i syfte att dölja verkliga förhållanden eller skönmåla verksamheten
    
*   Beskriven verksamhet stämmer inte med faktisk verksamhet
    
*   Kunden lämnar material för sent eller har extremt bråttom att få materialet klart
    
*   Kunden gör bokslut själv finns risk att byråns rimlighetsbedömningar och kontroller fångar inte in vilseledande information
    
*   Särskilt om annan byrå har upprättat bokslut: vår byrås rimlighetsbedömningar fångar inte in vilseledande information.
    
*   Vid upprättande av årsstämmoprotokoll finns risk att personer väljs in som inte har anknytning till företaget.",Medel,"*   Gör ej årsredovisning om vi inte gjort bokslutet. Detta gör också att vi får inblick i verksamheten och kan göra en bedömning om årsredovisning ger en sann bild av bolaget.
    
*   Uppsägning av kund vid upprepning av för sent inlämnat material
    
*   Vid förändringar i styrelsen så förs en dialog med kunden om anledning",,2025-8-7 9:47am,,,
Inlämning periodisk sammanställning,45,,KUNDRESKONTRA,*   Felaktigheter här kan leda till att moms behandlas fel mellan länder.,Medel,*   Kontrollera att kunden är samma som betalat fakturan.,,2025-8-7 9:47am,,,
ROT/RUT-hantering,45,,KUNDRESKONTRA,"*   RIsk att inbetalningen bygger på felaktiga underlag från kunden.
    
*   Fiktiva eller felaktiga ansökningar om ROT/RUT-avdrag kan användas för att legitimera pengar från olagliga aktiviteter, genom att skapa skenbara tjänster som inte utförts. Detta innebär en direkt risk för att pengar flyttas och legitimeras under falska premisser.",Hög,"*   Kontrollera att fakturamottagaren på utställda fakturor matchar betalaren på bank-girot.
    
*   Kontrollera att det finns trovärdiga fakturor som underlag
    
*   Kontrollera att fakturamottagarens uppgifter överenstämmer med betalaren till Bankgirot.
    
*   Kontrollera att det är ansökt för rätt bidrag, RUT ger högre skattereduktion så det kan vara fördelaktigt att söka på det istället för ROT.",,2025-8-7 9:47am,,,
Löpande bokföring,45,,LÖPANDE BOKFÖRING,"*   Inbetalningar som inte motsvaras av kundfaktura eller från oklara avsändare
    
*   Utbetalningar som inte motsvaras av leverantörsfaktura, kvitto eller löneutbetalning
    
*   Kontantbetalningar eller ovanliga och anonyma betalningsmedel såsom postväxel och kryptovalutor där så inte är motiverat
    
*   Betalningar som sker via utländska banker, särskilt om de finns i högriskländer eller har namn som liknar storbanker
    
*   Oväntade och förtida återbetalning av lån som avviker från det normala
    
*   Inköp av investeringsvaror som snabbt säljs vidare när detta inte ingår i den normala affärsverksamheten
    
*   Ovanliga eller avvikande transaktioner med hänsyn till den normala verksamheten
    
*   Aktieägartillskott och lån från fysiska personer",Medel,*   Vaksamhet när inbetalningar utan syfte och eller underlag upptäcks.,,2025-8-7 9:48am,,,
Utföra betalningsuppdrag,45,,LEVERANTÖRSRESKONTRA,"*   Flytt av likvida medel mellan konton, särskilt om de involverar utländska banker, när detta inte är affärsmässigt motiverat
    
*   Flytt av likvida medel mellan koncernföretag eller närstående företag när detta inte är affärsmässigt motiverat
    
*   Betalningar som sker via utländska banker när mottagare inte kan identifieras eller inte stämmer med underlag för betalning
    
*   Kundens e-post blir hackad och lämnar uppgift om att något ska betalas som inte ska betalas.",Hög,"*   Genomför ej överföringar mellan konton som inte är affärsmässigt motiverade, särskilt inte till andra länder.
    
*   Vid ovanliga betalningar kontaktas kunden via telefon för att bekräfta överföringen.
    
*   Kunden attesterar alltid antingen i bokföringssystem eller på bank.",,2025-8-7 9:48am,,,
Moms,45,,MOMS,"- Momsupplägg såsom karusellhandel, felaktig vinstmarginalbeskattning m.m. 
- Felaktiga momsdeklarationer för att påverka moms för egen eller annans vinning 
- Kunden sköter redovisning, byrån upprättar deklaration, om kunden gör löpande bokföring så finns risk att momsen grundar sig på felaktig bokföring
",Hög,"- Tillgång till Underlag och bokföring, kontroll innan vi skickar in momsdeklarationen. 
- Vid komplicerade/krångliga upplägg så sker rapportering till finansppolisen.",,2025-8-7 9:48am,,,
